GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G24004500105012","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010501","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 105.01, Wicomico County, Maryland",1371,"Block Group 2, Census Tract 105.01, Wicomico County, Maryland",267
"G24004500105013","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010501","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 105.01, Wicomico County, Maryland",883,"Block Group 3, Census Tract 105.01, Wicomico County, Maryland",306
"G24004500105021","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 105.02, Wicomico County, Maryland",1685,"Block Group 1, Census Tract 105.02, Wicomico County, Maryland",421
"G24004500105022","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010502","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 105.02, Wicomico County, Maryland",4966,"Block Group 2, Census Tract 105.02, Wicomico County, Maryland",908
"G24004500105023","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010502","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 105.02, Wicomico County, Maryland",1685,"Block Group 3, Census Tract 105.02, Wicomico County, Maryland",607
"G24004500105024","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010502","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 105.02, Wicomico County, Maryland",1328,"Block Group 4, Census Tract 105.02, Wicomico County, Maryland",451
"G24004500106031","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010603","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 106.03, Wicomico County, Maryland",1955,"Block Group 1, Census Tract 106.03, Wicomico County, Maryland",451
"G24004500106032","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010603","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 106.03, Wicomico County, Maryland",1641,"Block Group 2, Census Tract 106.03, Wicomico County, Maryland",403
"G24004500106033","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010603","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 106.03, Wicomico County, Maryland",2059,"Block Group 3, Census Tract 106.03, Wicomico County, Maryland",562
"G24004500106034","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010603","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 106.03, Wicomico County, Maryland",1376,"Block Group 4, Census Tract 106.03, Wicomico County, Maryland",393
"G24004500106041","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010604","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 106.04, Wicomico County, Maryland",970,"Block Group 1, Census Tract 106.04, Wicomico County, Maryland",609
"G24004500106042","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010604","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 106.04, Wicomico County, Maryland",1121,"Block Group 2, Census Tract 106.04, Wicomico County, Maryland",244
"G24004500106043","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010604","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 106.04, Wicomico County, Maryland",1949,"Block Group 3, Census Tract 106.04, Wicomico County, Maryland",337
"G24004500106044","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010604","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 106.04, Wicomico County, Maryland",998,"Block Group 4, Census Tract 106.04, Wicomico County, Maryland",316
"G24004500106051","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010605","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 106.05, Wicomico County, Maryland",797,"Block Group 1, Census Tract 106.05, Wicomico County, Maryland",211
"G24004500106052","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010605","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 106.05, Wicomico County, Maryland",961,"Block Group 2, Census Tract 106.05, Wicomico County, Maryland",170
"G24004500106053","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010605","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 106.05, Wicomico County, Maryland",2497,"Block Group 3, Census Tract 106.05, Wicomico County, Maryland",238
"G24004500106061","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010606","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 106.06, Wicomico County, Maryland",1644,"Block Group 1, Census Tract 106.06, Wicomico County, Maryland",306
"G24004500106062","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010606","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 106.06, Wicomico County, Maryland",991,"Block Group 2, Census Tract 106.06, Wicomico County, Maryland",224
"G24004500106063","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010606","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 106.06, Wicomico County, Maryland",855,"Block Group 3, Census Tract 106.06, Wicomico County, Maryland",232
"G24004500106064","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010606","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 106.06, Wicomico County, Maryland",800,"Block Group 4, Census Tract 106.06, Wicomico County, Maryland",323
"G24004500107011","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010701","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 107.01, Wicomico County, Maryland",904,"Block Group 1, Census Tract 107.01, Wicomico County, Maryland",174
"G24004500107012","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010701","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 107.01, Wicomico County, Maryland",1873,"Block Group 2, Census Tract 107.01, Wicomico County, Maryland",328
"G24004500107013","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010701","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 107.01, Wicomico County, Maryland",1620,"Block Group 3, Census Tract 107.01, Wicomico County, Maryland",284
"G24004500107021","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010702","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 107.02, Wicomico County, Maryland",1322,"Block Group 1, Census Tract 107.02, Wicomico County, Maryland",322
"G24004500107022","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010702","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 107.02, Wicomico County, Maryland",1479,"Block Group 2, Census Tract 107.02, Wicomico County, Maryland",364
"G24004500107023","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010702","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 107.02, Wicomico County, Maryland",1837,"Block Group 3, Census Tract 107.02, Wicomico County, Maryland",462
"G24004500107024","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010702","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 107.02, Wicomico County, Maryland",963,"Block Group 4, Census Tract 107.02, Wicomico County, Maryland",248
"G24004500107025","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010702","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 107.02, Wicomico County, Maryland",862,"Block Group 5, Census Tract 107.02, Wicomico County, Maryland",254
"G24004500107026","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010702","6",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 107.02, Wicomico County, Maryland",2103,"Block Group 6, Census Tract 107.02, Wicomico County, Maryland",567
"G24004500108001","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 108, Wicomico County, Maryland",2210,"Block Group 1, Census Tract 108, Wicomico County, Maryland",503
"G24004500108002","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 108, Wicomico County, Maryland",2295,"Block Group 2, Census Tract 108, Wicomico County, Maryland",706
"G24004500108003","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 108, Wicomico County, Maryland",1021,"Block Group 3, Census Tract 108, Wicomico County, Maryland",350
"G24004500108004","2014-2018",,,"Maryland","24","Wicomico County","045",,,"010800","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 108, Wicomico County, Maryland",1122,"Block Group 4, Census Tract 108, Wicomico County, Maryland",481
"G24004709500001","2014-2018",,,"Maryland","24","Worcester County","047",,,"950000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9500, Worcester County, Maryland",473,"Block Group 1, Census Tract 9500, Worcester County, Maryland",322
"G24004709500002","2014-2018",,,"Maryland","24","Worcester County","047",,,"950000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9500, Worcester County, Maryland",1266,"Block Group 2, Census Tract 9500, Worcester County, Maryland",282
"G24004709501001","2014-2018",,,"Maryland","24","Worcester County","047",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9501, Worcester County, Maryland",1381,"Block Group 1, Census Tract 9501, Worcester County, Maryland",277
"G24004709501002","2014-2018",,,"Maryland","24","Worcester County","047",,,"950100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9501, Worcester County, Maryland",727,"Block Group 2, Census Tract 9501, Worcester County, Maryland",222
"G24004709501003","2014-2018",,,"Maryland","24","Worcester County","047",,,"950100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9501, Worcester County, Maryland",193,"Block Group 3, Census Tract 9501, Worcester County, Maryland",76
"G24004709503001","2014-2018",,,"Maryland","24","Worcester County","047",,,"950300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9503, Worcester County, Maryland",336,"Block Group 1, Census Tract 9503, Worcester County, Maryland",137
"G24004709503002","2014-2018",,,"Maryland","24","Worcester County","047",,,"950300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9503, Worcester County, Maryland",817,"Block Group 2, Census Tract 9503, Worcester County, Maryland",188
"G24004709503003","2014-2018",,,"Maryland","24","Worcester County","047",,,"950300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9503, Worcester County, Maryland",1176,"Block Group 3, Census Tract 9503, Worcester County, Maryland",283
"G24004709503004","2014-2018",,,"Maryland","24","Worcester County","047",,,"950300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9503, Worcester County, Maryland",718,"Block Group 4, Census Tract 9503, Worcester County, Maryland",191
"G24004709504001","2014-2018",,,"Maryland","24","Worcester County","047",,,"950400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9504, Worcester County, Maryland",2406,"Block Group 1, Census Tract 9504, Worcester County, Maryland",279
"G24004709504002","2014-2018",,,"Maryland","24","Worcester County","047",,,"950400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9504, Worcester County, Maryland",490,"Block Group 2, Census Tract 9504, Worcester County, Maryland",163
"G24004709506001","2014-2018",,,"Maryland","24","Worcester County","047",,,"950600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9506, Worcester County, Maryland",825,"Block Group 1, Census Tract 9506, Worcester County, Maryland",209
"G24004709506002","2014-2018",,,"Maryland","24","Worcester County","047",,,"950600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9506, Worcester County, Maryland",1051,"Block Group 2, Census Tract 9506, Worcester County, Maryland",215
"G24004709506003","2014-2018",,,"Maryland","24","Worcester County","047",,,"950600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9506, Worcester County, Maryland",1166,"Block Group 3, Census Tract 9506, Worcester County, Maryland",183
"G24004709507001","2014-2018",,,"Maryland","24","Worcester County","047",,,"950700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9507, Worcester County, Maryland",637,"Block Group 1, Census Tract 9507, Worcester County, Maryland",175
"G24004709507002","2014-2018",,,"Maryland","24","Worcester County","047",,,"950700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9507, Worcester County, Maryland",1780,"Block Group 2, Census Tract 9507, Worcester County, Maryland",199
"G24004709508001","2014-2018",,,"Maryland","24","Worcester County","047",,,"950800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9508, Worcester County, Maryland",1246,"Block Group 1, Census Tract 9508, Worcester County, Maryland",364
"G24004709508002","2014-2018",,,"Maryland","24","Worcester County","047",,,"950800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9508, Worcester County, Maryland",803,"Block Group 2, Census Tract 9508, Worcester County, Maryland",254
"G24004709508003","2014-2018",,,"Maryland","24","Worcester County","047",,,"950800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9508, Worcester County, Maryland",1341,"Block Group 3, Census Tract 9508, Worcester County, Maryland",370
"G24004709508004","2014-2018",,,"Maryland","24","Worcester County","047",,,"950800","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9508, Worcester County, Maryland",1515,"Block Group 4, Census Tract 9508, Worcester County, Maryland",356
"G24004709509001","2014-2018",,,"Maryland","24","Worcester County","047",,,"950900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9509, Worcester County, Maryland",829,"Block Group 1, Census Tract 9509, Worcester County, Maryland",177
"G24004709509002","2014-2018",,,"Maryland","24","Worcester County","047",,,"950900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9509, Worcester County, Maryland",1064,"Block Group 2, Census Tract 9509, Worcester County, Maryland",244
"G24004709510001","2014-2018",,,"Maryland","24","Worcester County","047",,,"951000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9510, Worcester County, Maryland",1990,"Block Group 1, Census Tract 9510, Worcester County, Maryland",332
"G24004709510002","2014-2018",,,"Maryland","24","Worcester County","047",,,"951000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9510, Worcester County, Maryland",857,"Block Group 2, Census Tract 9510, Worcester County, Maryland",252
"G24004709510003","2014-2018",,,"Maryland","24","Worcester County","047",,,"951000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9510, Worcester County, Maryland",1892,"Block Group 3, Census Tract 9510, Worcester County, Maryland",329
"G24004709511001","2014-2018",,,"Maryland","24","Worcester County","047",,,"951100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9511, Worcester County, Maryland",1780,"Block Group 1, Census Tract 9511, Worcester County, Maryland",486
"G24004709511002","2014-2018",,,"Maryland","24","Worcester County","047",,,"951100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9511, Worcester County, Maryland",2390,"Block Group 2, Census Tract 9511, Worcester County, Maryland",479
"G24004709511003","2014-2018",,,"Maryland","24","Worcester County","047",,,"951100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9511, Worcester County, Maryland",2830,"Block Group 3, Census Tract 9511, Worcester County, Maryland",450
"G24004709512001","2014-2018",,,"Maryland","24","Worcester County","047",,,"951200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9512, Worcester County, Maryland",1438,"Block Group 1, Census Tract 9512, Worcester County, Maryland",319
"G24004709512002","2014-2018",,,"Maryland","24","Worcester County","047",,,"951200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9512, Worcester County, Maryland",986,"Block Group 2, Census Tract 9512, Worcester County, Maryland",245
"G24004709512003","2014-2018",,,"Maryland","24","Worcester County","047",,,"951200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9512, Worcester County, Maryland",965,"Block Group 3, Census Tract 9512, Worcester County, Maryland",229
"G24004709513001","2014-2018",,,"Maryland","24","Worcester County","047",,,"951300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9513, Worcester County, Maryland",1074,"Block Group 1, Census Tract 9513, Worcester County, Maryland",226
"G24004709513002","2014-2018",,,"Maryland","24","Worcester County","047",,,"951300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9513, Worcester County, Maryland",1621,"Block Group 2, Census Tract 9513, Worcester County, Maryland",229
"G24004709514001","2014-2018",,,"Maryland","24","Worcester County","047",,,"951400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9514, Worcester County, Maryland",1005,"Block Group 1, Census Tract 9514, Worcester County, Maryland",220
"G24004709514002","2014-2018",,,"Maryland","24","Worcester County","047",,,"951400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9514, Worcester County, Maryland",1058,"Block Group 2, Census Tract 9514, Worcester County, Maryland",245
"G24004709514003","2014-2018",,,"Maryland","24","Worcester County","047",,,"951400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9514, Worcester County, Maryland",1322,"Block Group 3, Census Tract 9514, Worcester County, Maryland",262
"G24004709515001","2014-2018",,,"Maryland","24","Worcester County","047",,,"951500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9515, Worcester County, Maryland",280,"Block Group 1, Census Tract 9515, Worcester County, Maryland",102
"G24004709515002","2014-2018",,,"Maryland","24","Worcester County","047",,,"951500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9515, Worcester County, Maryland",1344,"Block Group 2, Census Tract 9515, Worcester County, Maryland",241
"G24004709515003","2014-2018",,,"Maryland","24","Worcester County","047",,,"951500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9515, Worcester County, Maryland",527,"Block Group 3, Census Tract 9515, Worcester County, Maryland",172
"G24004709515004","2014-2018",,,"Maryland","24","Worcester County","047",,,"951500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9515, Worcester County, Maryland",733,"Block Group 4, Census Tract 9515, Worcester County, Maryland",198
"G24004709515005","2014-2018",,,"Maryland","24","Worcester County","047",,,"951500","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9515, Worcester County, Maryland",535,"Block Group 5, Census Tract 9515, Worcester County, Maryland",213
"G24004709515006","2014-2018",,,"Maryland","24","Worcester County","047",,,"951500","6",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9515, Worcester County, Maryland",1076,"Block Group 6, Census Tract 9515, Worcester County, Maryland",309
"G24004709517001","2014-2018",,,"Maryland","24","Worcester County","047",,,"951700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9517, Worcester County, Maryland",1630,"Block Group 1, Census Tract 9517, Worcester County, Maryland",316
"G24004709517002","2014-2018",,,"Maryland","24","Worcester County","047",,,"951700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9517, Worcester County, Maryland",743,"Block Group 2, Census Tract 9517, Worcester County, Maryland",193
"G24004709517003","2014-2018",,,"Maryland","24","Worcester County","047",,,"951700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9517, Worcester County, Maryland",806,"Block Group 3, Census Tract 9517, Worcester County, Maryland",299
"G24004709517004","2014-2018",,,"Maryland","24","Worcester County","047",,,"951700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9517, Worcester County, Maryland",442,"Block Group 4, Census Tract 9517, Worcester County, Maryland",141
"G24004709800001","2014-2018",,,"Maryland","24","Worcester County","047",,,"980000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9800, Worcester County, Maryland",0,"Block Group 1, Census Tract 9800, Worcester County, Maryland",12
"G24004709900000","2014-2018",,,"Maryland","24","Worcester County","047",,,"990000","0",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 0, Census Tract 9900, Worcester County, Maryland",0,"Block Group 0, Census Tract 9900, Worcester County, Maryland",12
"G24051000101001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 101, Baltimore city, Maryland",1133,"Block Group 1, Census Tract 101, Baltimore city, Maryland",174
"G24051000101002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 101, Baltimore city, Maryland",814,"Block Group 2, Census Tract 101, Baltimore city, Maryland",147
"G24051000101003","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 101, Baltimore city, Maryland",1075,"Block Group 3, Census Tract 101, Baltimore city, Maryland",263
"G24051000102001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 102, Baltimore city, Maryland",810,"Block Group 1, Census Tract 102, Baltimore city, Maryland",203
"G24051000102002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 102, Baltimore city, Maryland",525,"Block Group 2, Census Tract 102, Baltimore city, Maryland",141
"G24051000102003","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 102, Baltimore city, Maryland",1128,"Block Group 3, Census Tract 102, Baltimore city, Maryland",215
"G24051000102004","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 102, Baltimore city, Maryland",406,"Block Group 4, Census Tract 102, Baltimore city, Maryland",112
"G24051000103001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 103, Baltimore city, Maryland",929,"Block Group 1, Census Tract 103, Baltimore city, Maryland",171
"G24051000103002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 103, Baltimore city, Maryland",1642,"Block Group 2, Census Tract 103, Baltimore city, Maryland",206
"G24051000104001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 104, Baltimore city, Maryland",814,"Block Group 1, Census Tract 104, Baltimore city, Maryland",180
"G24051000104002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 104, Baltimore city, Maryland",1664,"Block Group 2, Census Tract 104, Baltimore city, Maryland",299
"G24051000105001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 105, Baltimore city, Maryland",958,"Block Group 1, Census Tract 105, Baltimore city, Maryland",205
"G24051000105002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"010500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 105, Baltimore city, Maryland",1018,"Block Group 2, Census Tract 105, Baltimore city, Maryland",268
"G24051000201001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"020100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 201, Baltimore city, Maryland",687,"Block Group 1, Census Tract 201, Baltimore city, Maryland",142
"G24051000201002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"020100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 201, Baltimore city, Maryland",1026,"Block Group 2, Census Tract 201, Baltimore city, Maryland",157
"G24051000202001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 202, Baltimore city, Maryland",677,"Block Group 1, Census Tract 202, Baltimore city, Maryland",108
"G24051000202002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 202, Baltimore city, Maryland",1158,"Block Group 2, Census Tract 202, Baltimore city, Maryland",228
"G24051000203001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"020300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 203, Baltimore city, Maryland",1539,"Block Group 1, Census Tract 203, Baltimore city, Maryland",421
"G24051000203002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"020300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 203, Baltimore city, Maryland",1074,"Block Group 2, Census Tract 203, Baltimore city, Maryland",272
"G24051000203003","2014-2018",,,"Maryland","24","Baltimore city","510",,,"020300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 203, Baltimore city, Maryland",1264,"Block Group 3, Census Tract 203, Baltimore city, Maryland",274
"G24051000301001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"030100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 301, Baltimore city, Maryland",1406,"Block Group 1, Census Tract 301, Baltimore city, Maryland",402
"G24051000301002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"030100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 301, Baltimore city, Maryland",1290,"Block Group 2, Census Tract 301, Baltimore city, Maryland",384
"G24051000302001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"030200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 302, Baltimore city, Maryland",1237,"Block Group 1, Census Tract 302, Baltimore city, Maryland",245
"G24051000302002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"030200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 302, Baltimore city, Maryland",1090,"Block Group 2, Census Tract 302, Baltimore city, Maryland",197
"G24051000401001","2014-2018",,,"Maryland","24","Baltimore city","510",,,"040100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 401, Baltimore city, Maryland",2146,"Block Group 1, Census Tract 401, Baltimore city, Maryland",358
"G24051000401002","2014-2018",,,"Maryland","24","Baltimore city","510",,,"040100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 401, Baltimore city, Maryland",2258,"Block Group 2, Census Tract 401, Baltimore city, Maryland",465
